ORDERNUMBER,QUANTITYORDERED,SALES,ORDERDATE,PRODUCTLINE
10398,29,7,3/30/2019 0:00,Planes
10401,77,7,4/3/2019 0:00,Planes
10416,39,6,5/10/2019 0:00,Planes
10105,39,3164.46,2/11/2003 0:00,Ships
10118,36,4219.2,4/21/2003 0:00,Ships
10129,42,3828.3,6/12/2003 0:00,Ships
10142,21,2334.99,8/8/2003 0:00,Ships
10153,50,4407.5,9/28/2003 0:00,Ships
10167,24,2812.8,10/23/2003 0:00,Ships
10177,44,4055.04,11/7/2003 0:00,Ships
10185,37,3891.66,11/14/2003 0:00,Ships
10197,27,2488.32,11/26/2003 0:00,Ships
10208,37,8,1/2/2018 0:00,Ships
10222,38,8,2/19/2018 0:00,Ships
10232,48,8,3/20/2018 0:00,Ships
10248,30,8,5/7/2018 0:00,Ships
10261,25,8,6/17/2018 0:00,Ships
10273,40,8,7/21/2018 0:00,Ships
10283,22,8,8/20/2018 0:00,Ships
10295,34,8,9/10/2018 0:00,Ships
10306,32,8,10/14/2018 0:00,Ships
10315,31,8,10/29/2018 0:00,Ships
10327,43,8,11/10/2018 0:00,Ships
10337,31,8,11/21/2018 0:00,Ships
10350,31,8,12/2/2018 0:00,Ships
10373,34,7,1/31/2019 0:00,Ships
10386,45,7,3/1/2019 0:00,Ships
10397,48,7,3/28/2019 0:00,Ships
10414,28,6,5/6/2019 0:00,Ships
10105,22,2556.18,2/11/2003 0:00,Ships
10117,45,3753.9,4/16/2003 0:00,Ships
10129,30,2562.3,6/12/2003 0:00,Ships
10142,38,3245.58,8/8/2003 0:00,Ships
10153,20,2204.6,9/28/2003 0:00,Ships
10167,28,3003,10/23/2003 0:00,Ships
10177,24,2526.48,11/7/2003 0:00,Ships
10185,22,1747.9,11/14/2003 0:00,Ships
10197,35,3267.25,11/26/2003 0:00,Ships
10208,33,8,1/2/2018 0:00,Ships
10222,31,8,2/19/2018 0:00,Ships
10232,35,8,3/20/2018 0:00,Ships
10248,35,8,5/7/2018 0:00,Ships
10261,50,8,6/17/2018 0:00,Ships
10273,26,8,7/21/2018 0:00,Ships
10283,38,8,8/20/2018 0:00,Ships
10294,45,8,9/10/2018 0:00,Ships
10306,30,8,10/14/2018 0:00,Ships
10315,37,8,10/29/2018 0:00,Ships
10327,37,8,11/10/2018 0:00,Ships
10337,36,8,11/21/2018 0:00,Ships
10350,25,8,12/2/2018 0:00,Ships
10373,37,7,1/31/2019 0:00,Ships
10386,30,7,3/1/2019 0:00,Ships
10397,36,7,3/28/2019 0:00,Ships
10414,27,6,5/6/2019 0:00,Ships
10106,48,2949.12,2/17/2003 0:00,Planes
10119,26,1539.72,4/28/2003 0:00,Planes
10131,26,2213.38,6/16/2003 0:00,Planes
10143,34,2919.58,8/10/2003 0:00,Planes
10155,44,3778.28,10/6/2003 0:00,Planes
10168,39,3233.49,10/28/2003 0:00,Planes
10178,45,3431.25,11/8/2003 0:00,Planes
10198,40,2546.8,11/27/2003 0:00,Planes
10210,42,8,1/12/2018 0:00,Planes
10222,43,8,2/19/2018 0:00,Planes
10235,34,8,4/2/2018 0:00,Planes
10250,38,8,5/11/2018 0:00,Planes
10262,35,8,6/24/2018 0:00,Planes
10275,31,8,7/23/2018 0:00,Planes
10284,32,8,8/21/2018 0:00,Planes
10296,47,8,9/15/2018 0:00,Planes
10308,39,8,10/15/2018 0:00,Planes
10316,44,8,11/1/2018 0:00,Planes
10328,39,8,11/12/2018 0:00,Planes
10339,50,8,11/23/2018 0:00,Planes
10352,22,8,12/3/2018 0:00,Planes
10361,35,8,12/17/2018 0:00,Planes
10373,45,7,1/31/2019 0:00,Planes
10386,44,7,3/1/2019 0:00,Planes
10398,36,7,3/30/2019 0:00,Planes
10401,28,7,4/3/2019 0:00,Planes
10416,43,6,5/10/2019 0:00,Planes
10106,48,2526.72,2/17/2003 0:00,Planes
10119,28,1348.76,4/28/2003 0:00,Planes
10131,21,875.91,6/16/2003 0:00,Planes
10143,37,1874.05,8/10/2003 0:00,Planes
10155,34,1671.44,10/6/2003 0:00,Planes
10167,40,1668.4,10/23/2003 0:00,Planes
10178,45,2301.75,11/8/2003 0:00,Planes
10186,28,1459.92,11/14/2003 0:00,Planes
10197,29,1209.59,11/26/2003 0:00,Planes
10209,48,8,1/9/2018 0:00,Planes
10222,31,8,2/19/2018 0:00,Planes
10249,32,8,5/8/2018 0:00,Planes
10262,21,8,6/24/2018 0:00,Planes
10274,32,8,7/21/2018 0:00,Planes
10283,43,8,8/20/2018 0:00,Planes
10296,21,8,9/15/2018 0:00,Planes
10307,34,8,10/14/2018 0:00,Planes
10316,34,8,11/1/2018 0:00,Planes
10329,44,8,11/15/2018 0:00,Planes
10339,27,8,11/23/2018 0:00,Planes
10352,49,8,12/3/2018 0:00,Planes
10361,23,8,12/17/2018 0:00,Planes
10373,25,7,1/31/2019 0:00,Planes
10386,50,7,3/1/2019 0:00,Planes
10398,34,7,3/30/2019 0:00,Planes
10400,20,7,4/1/2019 0:00,Planes
10415,42,6,5/9/2019 0:00,Planes
10105,25,1419.5,2/11/2003 0:00,Ships
10117,50,2184,4/16/2003 0:00,Ships
10129,32,2079.04,6/12/2003 0:00,Ships
10142,39,1724.97,8/8/2003 0:00,Ships
10153,50,3003,9/28/2003 0:00,Ships
10167,38,1846.42,10/23/2003 0:00,Ships
10177,40,2009.2,11/7/2003 0:00,Ships
10185,28,1804.04,11/14/2003 0:00,Ships
10197,42,2109.66,11/26/2003 0:00,Ships
10208,42,8,1/2/2018 0:00,Ships
10222,36,8,2/19/2018 0:00,Ships
10232,24,8,3/20/2018 0:00,Ships
10248,23,8,5/7/2018 0:00,Ships
10261,29,8,6/17/2018 0:00,Ships
10273,37,8,7/21/2018 0:00,Ships
10283,33,8,8/20/2018 0:00,Ships
10293,32,8,9/9/2018 0:00,Ships
10306,35,8,10/14/2018 0:00,Ships
10315,40,8,10/29/2018 0:00,Ships
10327,37,8,11/10/2018 0:00,Ships
10337,42,8,11/21/2018 0:00,Ships
10350,20,8,12/2/2018 0:00,Ships
10373,29,7,1/31/2019 0:00,Ships
10386,43,7,3/1/2019 0:00,Ships
10397,34,7,3/28/2019 0:00,Ships
10414,47,6,5/6/2019 0:00,Ships
10417,66,1,6/29/2019 0:00,Motorcycles
10411,23,1,6/29/2019 0:00,Classic Cars
10424,50,2,6/28/2019 0:00,Classic Cars
10417,45,3,6/20/2019 0:00,Motorcycles
10417,56,3,6/21/2019 0:00,Motorcycles
10414,19,3,6/21/2019 0:00,Classic Cars
10411,27,3,6/22/2019 0:00,Classic Cars
10425,38,3,6/22/2019 0:00,Classic Cars
10419,12,3,6/23/2019 0:00,Classic Cars
